0.0,0,0
1.0,0.07536613457025104,0.01649449180601845
2.0,0.2962135969616228,0.06482982029079914
3.0,0.6800835822230665,0.14839941141088087
4.0,1.2726227586697356,0.2769146682860631
5.0,2.077995323761633,0.4516298484839951
6.0,3.099927545990155,0.6744630921738504
7.0,4.405501289193811,1.0161440560465658
8.0,5.9849133306520335,1.6087186723470617
9.0,8.348237413251029,2.866144686100302
10.0,10.922349150771087,4.496255300984696
11.0,12.806984012271512,5.914877177321668
12.0,14.076209138733454,6.942976054846152
13.0,14.72490969008512,7.471167881143248
14.0,14.933683847156672,7.641399886768109
15.0,14.933683847156672,7.641399886768109
16.0,14.933683847156672,7.641399886768109
17.0,14.980788065828415,7.689257123246248
18.0,15.099679102718133,7.823408711973766
19.0,15.27196712768317,8.074019970436058
20.0,15.475379612571965,8.559522682268144
21.0,15.656123845488596,9.536780471496048
22.0,15.716110999989999,10.965306339173338
23.0,15.615775018350817,12.851860529533145
24.0,15.328291230486446,15.007698020780207
25.0,14.788159974023086,17.00403396895572
26.0,13.966407956589105,18.79699177212933
27.0,12.90274511758899,20.45232874411579
28.0,11.830719986441789,21.854130355256377
29.0,10.933133636624078,22.763549521364876
30.0,10.217298325152356,23.2690763011501
31.0,9.762940327700406,23.498538766242998
32.0,9.56098718893677,23.557537797163697
33.0,9.49894916025737,23.56802951994067
34.0,9.49773189416006,23.568053384105067
35.0,9.49773189416006,23.568053384105067
36.0,9.445420780058134,23.547607001383046
37.0,9.306760974858086,23.47683262872857
38.0,9.09369185508915,23.335228605805607
39.0,8.806514805670794,23.125420159702564
40.0,8.463239415613609,22.82680601984632
